IHaveADreamThat,951,1512918,,,,
GrowingUpWithObama,946,1513864,,,,
aded,945,1514809,,,,
ade,945,1515754,,,,
Ferguson,944,1516698,,,,
TheResistance,942,1517640,,,,
ddep,941,1518581,,,,
ObamaLegacy,941,1519522,,,,
FattenAMovie,938,1520460,,,,
Berkeley,935,1521395,,,,
Benghazi,935,1522330,,,,
MyCampaignSlogan,928,1523258,,,,
NY,928,1524186,,,,
emmss,921,1525107,,,,
today,920,1526027,,,,
EasterIn4Words,920,1526947,,,,
emms,920,1527867,,,,
AskPutin,920,1528787,,,,
debes,915,1529702,,,,
MakeAMovieBlack,913,1530615,,,,
PrayForBrussels,913,1531528,,,,
ImTooOldFor,912,1532440,,,,
ThingsNotToDoAtTheZoo,908,1533348,,,,
DeepState,907,1534255,,,,
LostIn3Words,903,1535158,,,,
RockvilleRape,902,1536060,,,,
BOYCOTTHawaii,901,1536961,,,,
teaparty,900,1537861,,,,
BeingBlackIs,899,1538760,,,,
followmonday,899,1539659,,,,
AllWentWrongWhen,896,1540555,,,,
UniteBlue,890,1541445,,,,
HillaryPickUpLines,890,1542335,,,,
darccy,884,1543219,,,,
darcy,883,1544102,,,,
TexasJihad,883,1544985,,,,
DonaldTrump,882,1545867,,,,
ItTurnedAwkwardWhen,881,1546748,,,,
ParisAttacks,876,1547624,,,,
UkrainianLie,873,1548497,,,,
clariss,870,1549367,,,,
clarris,870,1550237,,,,
SignsYouAreAmerican,868,1551105,,,,
lissla,866,1551971,,,,
ToSaveMoneyI,864,1552835,,,,
MenimistTwitter,863,1553698,,,,
MyMondayDemotivation,861,1554559,,,,
deb,861,1555420,,,,
GazaUnderAttack,860,1556280,,,,
RejectedStatueOfLibertySigns,860,1557140,,,,
debb,860,1558000,,,,
World,858,1558858,,,,
cops,857,1559715,,,,
OscarsSoWhite,857,1560572,,,,
ISISaMovie,854,1561426,,,,
MakeTVSexy,850,1562276,,,,
Clinton,850,1563126,,,,
AlternativeOscarNominations,849,1563975,,,,
Walmart,848,1564823,,,,
FridayFeeling,848,1565671,,,,
artyoucanhear,848,1566519,,,,
ItsUnacceptableTo,847,1567366,,,,
adcat,843,1568209,,,,
policebrutality,841,1569050,,,,
iamonfire,840,1569890,,,,
eli,836,1570726,,,,
vero,835,1571561,,,,
elins,834,1572395,,,,
nocanada,834,1573229,,,,
ver,833,1574062,,,,
Boston,822,1574884,,,,
beeth,821,1575705,,,,
OneWordOffMovieQuotes,818,1576523,,,,
RedEye,817,1577340,,,,
mari,814,1578154,,,,
mondaymotivation,813,1578967,,,,
brics,813,1579780,,,,
im,812,1580592,,,,
Politics,810,1581402,,,,
MyMondayStartsWith,809,1582211,,,,
tisda,809,1583020,,,,
Iran,807,1583827,,,,
AfD,807,1584634,,,,
Obamacare,805,1585439,,,,
ros,804,1586243,,,,
CDU,804,1587047,,,,
ross,804,1587851,,,,
FishTV,803,1588654,,,,
NeverForget,796,1589450,,,,
RejectedLegoMinifigures,793,1590243,,,,
ILikePeopleWho,788,1591031,,,,
arbt,784,1591815,,,,
arb,784,1592599,,,,
turkey,784,1593383,,,,
Listen2,781,1594164,,,,
IDidMyBestBut,776,1594940,,,,
Guns4NY,775,1595715,,,,
Antifa,775,1596490,,,,
tlot,770,1597260,,,,
UnitedStatesIn3Words,767,1598027,,,,
dap,762,1598789,,,,
emel,762,1599551,,,,
eme,762,1600313,,,,
daopp,762,1601075,,,,
HillaryForPrison2016,759,1601834,,,,
ThursdayThoughts,758,1602592,,,,
Mosul,757,1603349,,,,
Tucker,752,1604101,,,,
ObamaSpyRing,750,1604851,,,,
ThingsInventedWhileHigh,747,1605598,,,,
MakeAMovieHillary,745,1606343,,,,
ThingsIWontTellMyDad,744,1607087,,,,
EbolaInAtlanta,736,1607823,,,,
WeThePeople,732,1608555,,,,
MeanGirlsRules,731,1609286,,,,
NP,729,1610015,,,,
OmarKhayyam,724,1610739,,,,
HipHop,723,1611462,,,,
Putin,722,1612184,,,,
Ukraine,718,1612902,,,,
UkraineKillsItself,717,1613619,,,,
Video,711,1614330,,,,
WorldWakeUpUkraineKillsItself,710,1615040,,,,
MSM,710,1615750,,,,
My4WordNewYearsResolution,710,1616460,,,,
police,705,1617165,,,,
trump,697,1617862,,,,
Raqqa,695,1618557,,,,
MyBestFriendsInFourWords,693,1619250,,,,
FoodPoisoning,692,1619942,,,,
HateToEatAndRun,690,1620632,,,,
FreddieGray,690,1621322,,,,
movie,685,1622007,,,,
beas,684,1622691,,,,
beai,684,1623375,,,,
FlashbackFriday,682,1624057,,,,
Syrien,682,1624739,,,,
ReasonIAmNotPresident,682,1625421,,,,
NUKRAINE,681,1626102,,,,
BlueLivesMatter,676,1626778,,,,
sst,672,1627450,,,,
LifeCorr,671,1628121,,,,
ItsTimeToPanicWhen,671,1628792,,,,
WhatIWouldTellA15YearOldMe,670,1629462,,,,
RenewUS,669,1630131,,,,
trumptrain,669,1630800,,,,
Police,666,1631466,,,,
MyNewYearStartedWith,665,1632131,,,,
SundayMorning,662,1632793,,,,
Election2016,660,1633453,,,,
LiberalLogic,657,1634110,,,,
ThingsYouShouldntAsk,657,1634767,,,,
Celebrities,656,1635423,,,,
ColumbianChemicalsInNewOrleans,655,1636078,,,,
ElectionDay,652,1636730,,,,
Repost,652,1637382,,,,
CNN,652,1638034,,,,
LouisianaExplosion,651,1638685,,,,
AthleticsTVShows,648,1639333,,,,
BB4SP,646,1639979,,,,
book,645,1640624,,,,
JunkieUS,645,1641269,,,,
SandraBland,644,1641913,,,,
RejectedChristmasDecorations,643,1642556,,,,
YerevanBeSmart,642,1643198,,,,
HowToEscapeADate,641,1643839,,,,
Easter,641,1644480,,,,
ihaveadream,640,1645120,,,,
esquire,637,1645757,,,,
lost,634,1646391,,,,
ThingsThatDisturbMe,632,1647023,,,,
ThingsPeopleOnTwitterLike,631,1647654,,,,
TedCruz,626,1648280,,,,
Berlin,626,1648906,,,,
SomethingYouDidntKnowAboutMe,626,1649532,,,,
Yemen,625,1650157,,,,
RedneckAMovie,621,1650778,,,,
AltonSterling,619,1651397,,,,
IShouldGetAMedalFor,619,1652016,,,,
WasteAMillionIn3Words,619,1652635,,,,
AMJoy,617,1653252,,,,
JunkScience,616,1653868,,,,
ItsMuchBetterTo,615,1654483,,,,
NeverTrump,614,1655097,,,,
Quotes,614,1655711,,,,
fakenews,609,1656320,,,,
UNGA,608,1656928,,,,
TeaParty,604,1657532,,,,
HillaryForPrison,603,1658135,,,,
MAGA3X,601,1658736,,,,
PutinPeacemaker,599,1659335,,,,
Hamburg,597,1659932,,,,
FF,597,1660529,,,,
Rap,594,1661123,,,,
NoCyberCensorship,594,1661717,,,,
Russian,593,1662310,,,,
Democrats,592,1662902,,,,
Miami,591,1663493,,,,
PhilandoCastile,590,1664083,,,,
SearchesGoogleIsAshamedOf,590,1664673,,,,
BlackHistory,589,1665262,,,,
WorstPainEverIn3Words,589,1665851,,,,
FSIS,589,1666440,,,,
BreakingNews,588,1667028,,,,
DogThanking,586,1667614,,,,
ImWithHer,585,1668199,,,,
Scandal,584,1668783,,,,
AddAMovieRuinAMovie,584,1669367,,,,
SingleSurvivalTips,583,1669950,,,,
follow,581,1670531,,,,
HowToSpotASocialist,580,1671111,,,,
MyBedroomIn3Words,580,1671691,,,,
FireKushner,579,1672270,,,,
freeAndrew,578,1672848,,,,
MyDoomsdayPlans,577,1673425,,,,
TamirRice,577,1674002,,,,
MikeBrown,576,1674578,,,,
IslamIsTheProblem,575,1675153,,,,
Patriots,573,1675726,,,,
TimeTravelerProblems,571,1676297,,,,
CorruptCongress,571,1676868,,,,
freedom,571,1677439,,,,
ICantBreathe,571,1678010,,,,
WhatIWantForChristmasIn4Words,570,1678580,,,,
ItsSoWhiteOutsideThat,570,1679150,,,,
BeingPatriotic,569,1679719,,,,
gop,568,1680287,,,,
stoptank,568,1680855,,,,
acab,567,1681422,,,,
BritainInOut,567,1681989,,,,
MakeAMovieRude,565,1682554,,,,
SometimesTwitterMakesMe,564,1683118,,,,
BlackPressDay,564,1683682,,,,
DrunkBands,560,1684242,,,,
SPD,559,1684801,,,,
nukraine,556,1685357,,,,
CR4U,555,1685912,,,,
Blacklivesmatter,555,1686467,,,,
AntiPoliceBrutalityDay,552,1687019,,,,
Tcot,552,1687571,,,,
andrrre,551,1688122,,,,
Jesus,550,1688672,,,,
MondayMotivation,549,1689221,,,,
IDontNeedACostumeBecause,548,1689769,,,,
YouAreARacistIf,548,1690317,,,,
spbstrategy2030,547,1690864,,,,
ChristmasIn3Words,546,1691410,,,,
MyBestFriendIsntAllowed,546,1691956,,,,
SexySports,546,1692502,,,,
Damascus,545,1693047,,,,
MissingDCGirls,544,1693591,,,,
PoliceAMovie,543,1694134,,,,
ShockingmurderinAtlanta,542,1694676,,,,
ImThankfulFor,541,1695217,,,,
amberli,540,1695757,,,,
DNC,540,1696297,,,,
PRO,540,1696837,,,,
amber,540,1697377,,,,
EURO2016,539,1697916,,,,
VulnerabilityIn5Words,538,1698454,,,,
ReasonMyMomIsBetter,538,1698992,,,,
LastMinuteGifts2016,538,1699530,,,,
andris,537,1700067,,,,
joness,537,1700604,,,,
amms,536,1701140,,,,
amis,536,1701676,,,,
MakeMusicReligious,536,1702212,,,,
FireColbert,535,1702747,,,,
ElPaso,534,1703281,,,,
IfHillaryBecomesPresident,532,1703813,,,,
flig,530,1704343,,,,
Paris,528,1704871,,,,
IStandWithHannity,527,1705398,,,,
foodpoisoning,527,1705925,,,,
Merkelmussbleiben,525,1706450,,,,
AltLeft,524,1706974,,,,
sp,521,1707495,,,,
BOYCOTTMcDonalds,521,1708016,,,,
TrumpCampaignSlogans,520,1708536,,,,
IfIWereACop,520,1709056,,,,
LNYHBT,518,1709574,,,,
VoteTrump,518,1710092,,,,
WomensMarch,518,1710610,,,,
BanIslam,517,1711127,,,,
ctl,517,1711644,,,,
NorthKorea,517,1712161,,,,
IReallyLikeYouBut,516,1712677,,,,
HowToGetMediaAttention,513,1713190,,,,
SlaveryOfSpeech,511,1713701,,,,
ACAB,508,1714209,,,,
My2017BiggestHope,506,1714715,,,,
MarioWoods,504,1715219,,,,
debatenight,504,1715723,,,,
AllLivesMatter,504,1716227,,,,
WhenIAmOnMyOwnI,503,1716730,,,,
MakeTVShowsAustralian,503,1717233,,,,
Nemtsov,502,1717735,,,,
DeirEzzor,502,1718237,,,,
ButIWasTweetingInstead,502,1718739,,,,
TheFive,501,1719240,,,,
BlackMatters,501,1719741,,,,
FirstLadyRuleBook,500,1720241,,,,
alexx,499,1720740,,,,
aleex,499,1721239,,,,
RETWEET,499,1721738,,,,
alba,498,1722236,,,,
albanis,498,1722734,,,,
FBI,495,1723229,,,,
TheTroubleWithAddiction,491,1723720,,,,
adee,488,1724208,,,,
aamy,485,1724693,,,,
anche,485,1725178,,,,
anisiss,484,1725662,,,,
AddASongRuinAMovie,484,1726146,,,,
ShadowGovernment,483,1726629,,,,
DogSongs,483,1727112,,,,
HillarysHealth,481,1727593,,,,
GoodbyeUK,481,1728074,,,,
OtherThingsToDoIn6Seconds,479,1728553,,,,
BOYCOTTExpedia,478,1729031,,,,
IWishItWasIllegalTo,478,1729509,,,,
MyNewCatchPhraseIs,478,1729987,,,,
HappyBirthdayHarryTruman,478,1730465,,,,
indyref,476,1730941,,,,
DEMDebate,476,1731417,,,,
falcons,476,1731893,,,,
barr,475,1732368,,,,
BerkeleyRiots,475,1732843,,,,
azuus,475,1733318,,,,
BaltimoreVsRacism,475,1733793,,,,
Homs,474,1734267,,,,
BOYCOTTHollywood,472,1734739,,,,
MakeAMovieEdible,472,1735211,,,,
socrates,470,1735681,,,,
ThingsITryToForgetButCant,469,1736150,,,,
PodernFamily,468,1736618,,,,
MuslimBan,468,1737086,,,,
SDF,465,1737551,,,,
fellon,465,1738016,,,,
Music,464,1738480,,,,
ObamaWiretap,464,1738944,,,,
3wordsbetterthanIloveyou,463,1739407,,,,
AsPresidentIWill,459,1739866,,,,
TrumpRally,458,1740324,,,,
London,458,1740782,,,,
Rt,458,1741240,,,,
Resistance,457,1741697,,,,
Ame,457,1742154,,,,
HappyBirthday,456,1742610,,,,
SecondHandGifts,455,1743065,,,,
TBT,455,1743520,,,,
lope,455,1743975,,,,
gunsense,454,1744429,,,,
blackpeopletwitter,454,1744883,,,,
BlackExcellence,453,1745336,,,,
debate,453,1745789,,,,
minguu,453,1746242,,,,
angiis,453,1746695,,,,
anissd,452,1747147,,,,
Florida,452,1747599,,,,
aniss,452,1748051,,,,
T,451,1748502,,,,
garry,450,1748952,,,,
SoftenAVillain,447,1749399,,,,
IAmWalter,447,1749846,,,,
imos,446,1750292,,,,
Dobbs,446,1750738,,,,
TuesdayMotivation,446,1751184,,,,
Hawaii,446,1751630,,,,
ILikeToCollect,444,1752074,,,,
WeWantOneDirectionNominatedForTheVMAs,444,1752518,,,,
LaquanMcDonald,442,1752960,,,,
WakeUpUSA,442,1753402,,,,
IsQuiteAChallenge,440,1753842,,,,
SCOTUS,439,1754281,,,,
BaltimoreRiots,438,1754719,,,,
Life,438,1755157,,,,
guncontrol,437,1755594,,,,
ABISS,437,1756031,,,,
abi,437,1756468,,,,
alexdr,437,1756905,,,,
alexa,437,1757342,,,,
bookquotes,437,1757779,,,,
AllInWithBernie,436,1758215,,,,
aprill,435,1758650,,,,
Unmasked,435,1759085,,,,
TheMessyTruth,435,1759520,,,,
WithoutTheInternetI,434,1759954,,,,
OneWordOffBooks,434,1760388,,,,
BlackGirlMagic,434,1760822,,,,
acapa,432,1761254,,,,
Patrioquotes,431,1761685,,,,
TrumpTaxReturns,431,1762116,,,,
glukoza,430,1762546,,,,
Outnumbered,428,1762974,,,,
amelin,427,1763401,,,,
ameliss,427,1763828,,,,
RenameMillionWomenMarch,427,1764255,,,,
A321,425,1764680,,,,
WhatIHateIn5Words,424,1765104,,,,
rus,424,1765528,,,,
WhyImGangsta,423,1765951,,,,
BernieSanders,423,1766374,,,,
NuclearOption,422,1766796,,,,
MetrojetCrash,422,1767218,,,,
iamonFIRE,422,1767640,,,,
StonedComicBooks,420,1768060,,,,
LiamAteNiallsPants,419,1768479,,,,
Orlando,417,1768896,,,,
anderr,416,1769312,,,,
Patriotism,415,1769727,,,,
Syrian,414,1770141,,,,
Iamonfire,414,1770555,,,,
RahmEmanuelOut,414,1770969,,,,
tgdn,413,1771382,,,,
ABCGOPDebate,413,1771795,,,,
TroikaCars,413,1772208,,,,
adsnn,411,1772619,,,,
adns,411,1773030,,,,
prayforbrussels,410,1773440,,,,
China,410,1773850,,,,
AnarchyInUA,409,1774259,,,,
ABCNews,409,1774668,,,,
2a,409,1775077,,,,
KillTheBill,408,1775485,,,,
ChemicalAccidentLouisiana,407,1775892,,,,
AddABandToATVShow,406,1776298,,,,
FoundInArea51,405,1776703,,,,
FakeTaxFacts,405,1777108,,,,
UnlikelyThingsHeardAtWalmart,404,1777512,,,,
Dallas,404,1777916,,,,
laup,400,1778316,,,,
SongsHannibalWouldSing,400,1778716,,,,
FlintWaterCrisis,399,1779115,,,,
PeoplePower,399,1779514,,,,
WhenImSotallyTober,399,1779913,,,,
ChooseAFavoriteRussianDish,399,1780312,,,,
IntelGroup,398,1780710,,,,
conservative,398,1781108,,,,
ashle,397,1781505,,,,
MistakeAMovie,397,1781902,,,,
nom24ru,397,1782299,,,,
EricChurch,397,1782696,,,,
GameShowHostPickUpLines,395,1783091,,,,
TheArtOfWar,394,1783485,,,,
IAmThankfulFor,393,1783878,,,,
climatechange,393,1784271,,,,
BlackPower,393,1784664,,,,
